Sunset Laboratory OCEC Results 
Date Calculated:  02-20-2018
Calculation Program version used: RTCalc705
Sample ID,Thermal/Optical OC (ugC/STPm^3),Thermal/Optical EC (ugC/STPm^3),OC=TC-BC (ugC/STPm^3),BC (ugC/STPm^3),TC (ugC/STPm^3),Start Date/Time,Mid-time of Collection,Sample Volume - STP m^3,OC(ug),OC unc,EC(ug),EC unc,CC(ug/m^3),CC unc,TC(ug),TC unc,EC/TC ratio,CalConst,Punch Area,calibration area,transit time,Split time(sec),Manual split?(sec),Init.Abs.,Abs.Coef.,Atm.Pres.mmHg,Atm.Temp.degC,OCPk1-ug C,OCPk2-ug C,OCPk3-ug C,OCPk4-ug C,Pyrolized C ug,True EC ug C,BC ug C,BC ABS,OptABS Coef,CO2_ndirC3,CO2_ndirC2,CO2_ndirC1,CO2_ndirC0,NDIR_Type,Laser-Temp Correction,SBasic Ver,Inst VBasic Ver
RT-3266, 4.297404 , 0.8444394 , 4.402503 , 0.7393398 , 5.141843 ,1/25/2018 5:00:01 AM ,1/25/2018 7:48:00 AM , 2.886731 , 12.40545 , 0.8202724 , 2.437669 , 0.3218835 , 0 ,ug/m^3, 14.84312 , 1.042156 , 0.1642289 , 25.92 , 1.306 ,43936.0, 6 ,537,<--, 0.5629234 , 30.15905 , 755.1131 ,-1.848214 , 2.379264 , 1.983999 , 3.444712 , 4.540838 , 7.197378E-02 , 2.437669 , 2.134275 , 0.6045055 , 36.99074 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.9243814, 17266 ,RTOCEC62361
RT-3266, 3.996098 , 0.7692695 , 4.121658 , 0.6437092 , 4.765367 ,1/25/2018 11:00:01 AM ,1/25/2018 1:48:00 PM , 2.80176 , 11.19611 , 0.7598054 , 2.155309 , 0.3077654 , 0 ,ug/m^3, 13.35142 , 0.9675708 , 0.1614292 , 25.92 , 1.306 ,43739.0, 6 ,541,<--, 0.4934866 , 29.90261 , 753.4315 , 5.696429 , 1.80093 , 1.863746 , 3.30615 , 4.187948 , 5.689019E-02 , 2.155309 , 1.803519 , 0.5226876 , 37.84989 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.922932, 17266 ,RTOCEC62361
RT-3266, 7.917785 , 1.958703 , 8.260836 , 1.615652 , 9.876488 ,1/25/2018 5:00:01 PM ,1/25/2018 7:48:00 PM , 2.864465 , 22.68022 , 1.334011 , 5.610636 , 0.4805318 , 0 ,ug/m^3, 28.29086 , 1.714543 , 0.1983197 , 25.92 , 1.306 ,43731.0, 6 ,528,<--, 1.005625 , 23.40815 , 752.4375 ,-0.764881 , 4.426392 , 3.634526 , 7.006479 , 7.43916 , 0.1855197 , 5.610636 , 4.62798 , 1.140992 , 32.1984 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.9221771, 17266 ,RTOCEC62361
RT-3266, 9.313324 , 2.131001 , 9.86124 , 1.583085 , 11.44433 ,1/25/2018 11:00:01 PM ,1/26/2018 1:48:00 AM , 2.857215 , 26.61017 , 1.530508 , 6.088727 , 0.5044363 , 0 ,ug/m^3, 32.69889 , 1.934945 , 0.1862059 , 25.92 , 1.306 ,43490.0, 6 ,528,<--, 0.99358 , 21.31177 , 751.2321 ,-0.7172619 , 5.287108 , 4.369865 , 8.553779 , 8.171743 , 0.2348236 , 6.088727 , 4.523214 , 1.120664 , 32.35724 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.9212226, 17266 ,RTOCEC62361
RT-3266, 7.740232 , 1.638396 , 8.097494 , 1.281133 , 9.378628 ,1/26/2018 5:00:01 AM ,1/26/2018 7:48:00 AM , 2.848982 , 22.05178 , 1.302589 , 4.66776 , 0.433388 , 0 ,ug/m^3, 26.71954 , 1.635977 , 0.1746946 , 25.92 , 1.306 ,43441.0, 6 ,532,<--, 0.8502514 , 23.78932 , 750.5863 ,-4.761905E-02 , 3.86464 , 3.452937 , 7.25075 , 7.352184 , 0.1611013 , 4.66776 , 3.649925 , 0.9446501 , 33.80106 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.9186621, 17266 ,RTOCEC62361
RT-3266, 8.199837 , 1.992313 , 8.690983 , 1.501167 , 10.19215 ,1/26/2018 11:00:01 AM ,1/26/2018 1:48:00 PM , 2.8069 , 23.01612 , 1.350806 , 5.592223 , 0.4796111 , 0 ,ug/m^3, 28.60834 , 1.730417 , 0.1954753 , 25.92 , 1.306 ,43532.0, 6 ,531,<--, 0.9405285 , 21.96497 , 750.4673 , 4.107143 , 3.457628 , 3.583262 , 7.492816 , 8.316883 , 0.188154 , 5.592223 , 4.213624 , 1.059651 , 32.84355 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.9153221, 17266 ,RTOCEC62361
RT-3266, 11.43064 , 2.917468 , 11.98073 , 2.367381 , 14.34811 ,1/26/2018 5:00:01 PM ,1/26/2018 7:48:00 PM , 2.833111 , 32.38427 , 1.819214 , 8.26551 , 0.6132755 , 0 ,ug/m^3, 40.64978 , 2.332489 , 0.2033346 , 25.92 , 1.306 ,43674.0, 6 ,525,<--, 1.281526 , 20.24887 , 751.9673 , 2.133929 , 6.123017 , 5.183525 , 10.91247 , 9.841813 , 0.3270119 , 8.26551 , 6.707054 , 1.516194 , 29.52338 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.9161176, 17266 ,RTOCEC62361
RT-3266, 12.26823 , 2.770572 , 12.97584 , 2.062956 , 15.0388 ,1/26/2018 11:00:01 PM ,1/27/2018 1:48:00 AM , 2.869394 , 35.20237 , 1.960119 , 7.949862 , 0.5974931 , 0 ,ug/m^3, 43.15223 , 2.457612 , 0.1842283 , 25.92 , 1.306 ,43592.0, 6 ,523,<--, 1.185629 , 19.47747 , 753.1756 ,-1.02381 , 6.540055 , 5.705825 , 12.33804 , 10.2706 , 0.3585465 , 7.949862 , 5.919433 , 1.379813 , 30.4427 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.9108645, 17266 ,RTOCEC62361
RT-3266, 8.946522 , 1.822871 , 9.362581 , 1.406811 , 10.76939 ,1/27/2018 5:00:01 AM ,1/27/2018 7:48:00 AM , 2.881695 , 25.78115 , 1.489057 , 5.252957 , 0.4626479 , 0 ,ug/m^3, 31.0341 , 1.851705 , 0.169264 , 25.92 , 1.306 ,44054.0, 6 ,528,<--, 0.9171081 , 22.80131 , 755.2381 ,-1.348214 , 4.424533 , 4.024443 , 8.826709 , 8.299531 , 0.2212267 , 5.252957 , 4.053999 , 1.027617 , 33.10477 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.9122267, 17266 ,RTOCEC62361
RT-3266, 11.84041 , 2.419322 , 12.47155 , 1.788189 , 14.25974 ,1/27/2018 11:00:01 AM ,1/27/2018 1:48:00 PM , 2.793761 , 33.07928 , 1.853964 , 6.759006 , 0.5379503 , 0 ,ug/m^3, 39.83829 , 2.291914 , 0.1696611 , 25.92 , 1.306 ,43710.0, 6 ,534,<--, 1.054603 , 20.37742 , 756.5595 , 7.633929 , 4.946208 , 4.647336 , 9.637424 , 13.6206 , 0.2449087 , 6.759006 , 4.995771 , 1.211149 , 31.66199 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.9048132, 17266 ,RTOCEC62361
RT-3266, 11.79951 , 2.588147 , 12.25621 , 2.131451 , 14.38766 ,1/27/2018 5:00:01 PM ,1/27/2018 7:48:00 PM , 2.849635 , 33.62431 , 1.881215 , 7.375275 , 0.5687637 , 0 ,ug/m^3, 40.99958 , 2.349979 , 0.1798866 , 25.92 , 1.306 ,44036.0, 6 ,535,<--, 1.20665 , 21.36714 , 758.3929 , 2.663691 , 5.920233 , 4.847198 , 9.701459 , 12.90526 , 0.2631084 , 7.375275 , 6.073859 , 1.407057 , 30.25451 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.9028581, 17266 ,RTOCEC62361
RT-3266, 11.28033 , 2.546355 , 11.74315 , 2.083537 , 13.82669 ,1/27/2018 11:00:01 PM ,1/28/2018 1:48:00 AM , 2.879086 , 32.47706 , 1.823853 , 7.331177 , 0.5665588 , 0 ,ug/m^3, 39.80824 , 2.290412 , 0.1841623 , 25.92 , 1.306 ,44064.0, 6 ,533,<--, 1.194633 , 21.28159 , 759.1726 , 0.1458333 , 6.131176 , 4.7 , 8.813529 , 12.59824 , 0.2511765 , 7.331177 , 5.998683 , 1.393826 , 30.34561 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8988199, 17266 ,RTOCEC62361
RT-3266, 8.093981 , 1.80509 , 8.399411 , 1.499659 , 9.899071 ,1/28/2018 5:00:01 AM ,1/28/2018 7:48:00 AM , 2.880265 , 23.31281 , 1.36564 , 5.199136 , 0.4599568 , 0 ,ug/m^3, 28.51194 , 1.725597 , 0.1823494 , 25.92 , 1.306 ,44181.0, 6 ,534,<--, 0.9585605 , 24.07861 , 759.1875 , 0.2053571 , 4.452882 , 3.687855 , 6.780232 , 8.245166 , 0.1683764 , 5.199136 , 4.319415 , 1.080662 , 32.67444 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8985575, 17266 ,RTOCEC62361
RT-3266, 4.897307 , 1.1865 , 5.093558 , 0.990249 , 6.083807 ,1/28/2018 11:00:01 AM ,1/28/2018 1:48:00 PM , 2.803719 , 13.73067 , 0.8865336 , 3.326612 , 0.3663306 , 0 ,ug/m^3, 17.05728 , 1.152864 , 0.1950259 , 25.92 , 1.306 ,43992.0, 6 ,530,<--, 0.6886888 , 27.03734 , 758.2708 , 7.261905 , 2.620164 , 2.431031 , 4.602226 , 3.998887 , 9.191489E-02 , 3.326612 , 2.77638 , 0.7548807 , 35.50934 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8912063, 17266 ,RTOCEC62361
RT-3266, 5.890289 , 1.00156 , 5.929331 , 0.9625169 , 6.891848 ,1/28/2018 5:00:01 PM ,1/28/2018 7:48:00 PM , 2.840426 , 16.73093 , 1.036546 , 2.844857 , 0.3422428 , 0 ,ug/m^3, 19.57579 , 1.278789 , 0.1453253 , 25.92 , 1.306 ,43761.0, 6 ,530,<--, 0.6865391 , 31.51723 , 757.6667 , 3.491071 , 2.975164 , 3.152264 , 5.626336 , 4.90135 , 0.1001001 , 2.844857 , 2.733958 , 0.7452567 , 35.60059 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8935992, 17266 ,RTOCEC62361
RT-3266, 5.910797 , 1.007617 , 6.046323 , 0.8720903 , 6.918413 ,1/28/2018 11:00:01 PM ,1/29/2018 1:48:00 AM , 2.85659 , 16.88472 , 1.044236 , 2.878348 , 0.3439174 , 0 ,ug/m^3, 19.76307 , 1.288154 , 0.1456428 , 25.92 , 1.306 ,43585.0, 6 ,529,<--, 0.6341276 , 28.77243 , 756.7351 , 1.488095 , 2.84445 , 3.178077 , 5.885151 , 4.880108 , 0.0975308 , 2.878348 , 2.491205 , 0.6893705 , 36.13986 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8949196, 17266 ,RTOCEC62361
RT-3266, 4.660539 , 0.8531317 , 4.749631 , 0.7640387 , 5.51367 ,1/29/2018 5:00:01 AM ,1/29/2018 7:48:00 AM , 2.856385 , 13.31229 , 0.8656147 , 2.436873 , 0.3218436 , 0 ,ug/m^3, 15.74917 , 1.087458 , 0.1547303 , 25.92 , 1.306 ,43961.0, 6 ,529,<--, 0.5771053 , 30.92897 , 755.8542 , 1.193452 , 2.070133 , 2.74701 , 5.038248 , 3.384382 , 7.606015E-02 , 2.436873 , 2.182389 , 0.6161438 , 36.87169 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8917912, 17266 ,RTOCEC62361
RT-3266, 6.449926 , 1.236933 , 6.652022 , 1.034837 , 7.686859 ,1/29/2018 11:00:01 AM ,1/29/2018 1:48:00 PM , 2.743338 , 17.69433 , 1.084716 , 3.393325 , 0.3696662 , 0 ,ug/m^3, 21.08765 , 1.354383 , 0.1609152 , 25.92 , 1.306 ,42707.0, 6 ,527,<--, 0.7028464 , 27.05068 , 753.5774 , 11.6994 , 2.498109 , 3.282864 , 6.860087 , 4.964657 , 0.1098537 , 3.393325 , 2.838908 , 0.7689919 , 35.37639 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8966926, 17266 ,RTOCEC62361
RT-3266, 7.393473 , 1.484921 , 7.48795 , 1.390443 , 8.878393 ,1/29/2018 5:00:01 PM ,1/29/2018 7:48:00 PM , 2.820411 , 20.85263 , 1.242632 , 4.188088 , 0.4094044 , 0 ,ug/m^3, 25.04072 , 1.552036 , 0.1672511 , 25.92 , 1.306 ,42803.0, 6 ,526,<--, 0.8958627 , 27.9363 , 751.0744 , 3.002976 , 2.832833 , 3.718169 , 8.411904 , 5.743179 , 0.1550246 , 4.188088 , 3.921622 , 1.000739 , 33.32717 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8947619, 17266 ,RTOCEC62361
RT-3266, 6.578623 , 1.119222 , 6.706124 , 0.9917211 , 7.697845 ,1/29/2018 11:00:01 PM ,1/30/2018 1:48:00 AM , 2.822347 , 18.56716 , 1.128358 , 3.158834 , 0.3579417 , 0 ,ug/m^3, 21.72599 , 1.386299 , 0.1453942 , 25.92 , 1.306 ,42792.0, 6 ,523,<--, 0.6963524 , 28.79026 , 749.5446 , 2.157738 , 2.543421 , 3.345395 , 8.024588 , 4.54654 , 0.1265956 , 3.158834 , 2.798981 , 0.7599913 , 35.46107 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.893418, 17266 ,RTOCEC62361
RT-3266, 1.650038 ,-3.521021E-02 , 1.467075 , 0.1477529 , 1.614828 ,1/30/2018 5:00:01 AM ,1/30/2018 7:48:00 AM , 2.763391 , 4.559701 , 0.4279851 ,-9.729958E-02 , 0.195135 , 0 ,ug/m^3, 4.462402 , 0.5231201 ,-2.180431E-02 , 25.92 , 1.306 ,42623.0, 6 ,520,<--, 0.1237215 ,-166.0647 , 750.4494 , 8.422619 , 1.185839 , 0.5710269 , 2.202619 , 0.5990005 , 0.0109462 ,-9.729958E-02 , 0.408299 , 0.1330476 , 42.55707 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8913757, 17266 ,RTOCEC62361
RT-3266, 1.045377 ,-0.1675982 , 0.7871788 , 9.060025E-02 , 0.8777791 ,1/30/2018 11:00:01 AM ,1/30/2018 1:48:00 PM , 2.730217 , 2.854107 , 0.3427053 ,-0.4575796 , 0.177121 , 0 ,ug/m^3, 2.396527 , 0.4198264 ,-0.1909344 , 25.92 , 1.306 ,42711.0, 6 ,517,<--, 7.350178E-02 ,-20.9785 , 752.3423 , 12.58036 , 0.9976934 , 0.2609538 , 1.260468 , 0.3519843 , 6.068694E-03 ,-0.4575796 , 0.2473584 , 8.194037E-02 , 43.26279 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8918893, 17266 ,RTOCEC62361
RT-3266, 3.190129 , 0.5430322 , 3.239587 , 0.4935741 , 3.733161 ,1/30/2018 5:00:01 PM ,1/30/2018 7:48:00 PM , 2.856779 , 9.113494 , 0.6556747 , 1.551323 , 0.2775662 , 0 ,ug/m^3, 10.66482 , 0.8332409 , 0.1454618 , 25.92 , 1.306 ,42790.0, 6 ,514,<--, 0.3965211 , 33.38161 , 753.8839 , 0.3988095 , 1.607052 , 1.502863 , 4.547358 , 1.404126 , 0.0581519 , 1.551323 , 1.410032 , 0.4208183 , 38.97703 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.895171, 17266 ,RTOCEC62361
RT-3266, 5.303773 , 0.9235657 , 5.40311 , 0.8242294 , 6.227339 ,1/30/2018 11:00:01 PM ,1/31/2018 1:48:00 AM , 2.891915 , 15.33806 , 0.9669031 , 2.670874 , 0.3335437 , 0 ,ug/m^3, 18.00894 , 1.200447 , 0.1483082 , 25.92 , 1.306 ,42623.0, 6 ,519,<--, 0.6173959 , 30.18934 , 753.0714 ,-3.053571 , 2.391745 , 2.541951 , 7.517609 , 2.80162 , 0.1027727 , 2.670874 , 2.383601 , 0.6641368 , 36.38874 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8923686, 17266 ,RTOCEC62361
RT-3266, 4.906246 , 0.880186 , 4.959542 , 0.8268904 , 5.786432 ,1/31/2018 5:00:01 AM ,1/31/2018 7:48:00 AM , 2.846291 , 13.9646 , 0.8982301 , 2.505265 , 0.3252633 , 0 ,ug/m^3, 16.46987 , 1.123493 , 0.152112 , 25.92 , 1.306 ,42585.0, 6 ,520,<--, 0.604099 , 31.4918 , 751.7411 , 0.7380952 , 2.182673 , 2.394488 , 6.678881 , 2.640389 , 8.886509E-02 , 2.505265 , 2.35357 , 0.6570416 , 36.45934 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8909134, 17266 ,RTOCEC62361
RT-3266, 3.037989 , 0.4734352 , 3.064757 , 0.4466666 , 3.511424 ,1/31/2018 11:00:01 AM ,1/31/2018 1:48:00 PM , 2.715587 , 8.249924 , 0.6124962 , 1.285655 , 0.2642827 , 0 ,ug/m^3, 9.535579 , 0.7767789 , 0.1348271 , 25.92 , 1.306 ,42217.0, 6 ,519,<--, 0.3446689 , 35.01232 , 748.4554 , 12.65476 , 1.307144 , 1.198471 , 4.203857 , 1.487651 , 5.280148E-02 , 1.285655 , 1.212962 , 0.3677121 , 39.59167 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8881277, 17266 ,RTOCEC62361
RT-3266, 5.061347 , 0.8320517 , 5.152179 , 0.7412204 , 5.893399 ,1/31/2018 5:00:01 PM ,1/31/2018 7:48:00 PM , 2.759879 , 13.96871 , 0.8984353 , 2.296362 , 0.3148181 , 0 ,ug/m^3, 16.26507 , 1.113253 , 0.1411837 , 25.92 , 1.306 ,41628.0, 6 ,532,<--, 0.5427132 , 30.86549 , 744.9107 , 6.684524 , 1.966976 , 2.45514 , 5.617619 , 3.864837 , 7.098299E-02 , 2.296362 , 2.045679 , 0.5829049 , 37.21375 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.883338, 17266 ,RTOCEC62361
RT-3266, 6.706945 , 1.106175 , 6.937312 , 0.8758077 , 7.81312 ,1/31/2018 11:00:01 PM ,2/1/2018 1:48:00 AM , 2.763081 , 18.53183 , 1.126592 , 3.056451 , 0.3528226 , 0 ,ug/m^3, 21.58829 , 1.379414 , 0.1415792 , 25.92 , 1.306 ,40935.0, 6 ,534,<--, 0.6191484 , 26.45577 , 742.2381 , 5.306548 , 2.525831 , 3.348356 , 6.935429 , 5.636737 , 9.497984E-02 , 3.056451 , 2.419928 , 0.6726884 , 36.30402 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8876408, 17266 ,RTOCEC62361
RT-3266, 4.46908 , 0.6863485 , 4.581378 , 0.5740504 , 5.155429 ,2/1/2018 5:00:01 AM ,2/1/2018 7:48:00 AM , 2.74625 , 12.27321 , 0.8136605 , 1.884884 , 0.2942442 , 0 ,ug/m^3, 14.15809 , 1.007905 , 0.1331312 , 25.92 , 1.306 ,41062.0, 6 ,533,<--, 0.4378705 , 30.3392 , 740.0923 , 6.413691 , 1.824916 , 1.957477 , 5.064443 , 3.385343 , 5.239297E-02 , 1.884884 , 1.576486 , 0.4645559 , 38.48497 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8857088, 17266 ,RTOCEC62361
RT-3266, 3.220677 , 0.330154 , 3.191174 , 0.3596571 , 3.550831 ,2/1/2018 11:00:01 AM ,2/1/2018 1:48:00 PM , 2.680277 , 8.632305 , 0.6316153 , 0.8849042 , 0.2442452 , 0 ,ug/m^3, 9.517209 , 0.7758604 , 9.297938E-02 , 25.92 , 1.306 ,40422.0, 6 ,532,<--, 0.2806758 , 41.42398 , 738.2917 , 12.33333 , 1.503696 , 1.265157 , 3.879472 , 1.976286 , 2.629063E-02 , 0.8849042 , 0.9639806 , 0.2983759 , 40.42393 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8850394, 17266 ,RTOCEC62361
RT-3266, 3.819465 , 0.5204264 , 3.819861 , 0.5200301 , 4.339891 ,2/1/2018 5:00:01 PM ,2/1/2018 7:48:00 PM , 2.696897 , 10.3007 , 0.7150351 , 1.403536 , 0.2701768 , 0 ,ug/m^3, 11.70424 , 0.8852119 , 0.1199169 , 25.92 , 1.306 ,40518.0, 6 ,529,<--, 0.3909007 , 36.37358 , 737.9702 , 10.49405 , 1.571781 , 1.511009 , 4.767161 , 2.431559 , 4.222124E-02 , 1.403536 , 1.402467 , 0.4188069 , 38.99996 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8884693, 17266 ,RTOCEC62361
RT-3266, 3.545653 , 0.4764604 , 3.532874 , 0.4892393 , 4.022113 ,2/1/2018 11:00:01 PM ,2/2/2018 1:48:00 AM , 2.730815 , 9.682523 , 0.6841261 , 1.301125 , 0.2650563 , 0 ,ug/m^3, 10.98365 , 0.8491824 , 0.1184602 , 25.92 , 1.306 ,40460.0, 6 ,530,<--, 0.3763703 , 37.77804 , 737.9435 , 6.904762 , 1.649629 , 1.707286 , 4.21216 , 2.086541 , 3.459417E-02 , 1.301125 , 1.336022 , 0.401048 , 39.2036 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8872371, 17266 ,RTOCEC62361
RT-3266, 3.552184 , 0.542788 , 3.425712 , 0.6692602 , 4.094972 ,2/2/2018 5:00:01 AM ,2/2/2018 7:48:00 AM , 2.759486 , 9.802201 , 0.6901101 , 1.497816 , 0.2748908 , 0 ,ug/m^3, 11.30002 , 0.8650008 , 0.1325499 , 25.92 , 1.306 ,40598.0, 6 ,523,<--, 0.4983795 , 43.45553 , 738.5089 , 4.333333 , 1.866843 , 2.062848 , 4.017798 , 1.804274 , 5.426868E-02 , 1.497816 , 1.846814 , 0.5335845 , 37.73317 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8866433, 17266 ,RTOCEC62361
RT-3266, 3.984499 , 0.7754701 , 3.959841 , 0.8001283 , 4.759969 ,2/2/2018 11:00:01 AM ,2/2/2018 1:48:00 PM , 2.732236 , 10.88659 , 0.7443296 , 2.118768 , 0.3059384 , 0 ,ug/m^3, 13.00536 , 0.950268 , 0.162915 , 25.92 , 1.306 ,40285.0, 6 ,531,<--, 0.5723429 , 35.27899 , 737.5774 , 6.699405 , 2.139357 , 2.363266 , 4.002046 , 2.342676 , 4.889959E-02 , 2.118768 , 2.18614 , 0.6170483 , 36.86247 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.881653, 17266 ,RTOCEC62361
RT-3266, 4.094954 , 0.8256404 , 4.118757 , 0.8018371 , 4.920594 ,2/2/2018 5:00:01 PM ,2/2/2018 7:48:00 PM , 2.766857 , 11.33015 , 0.7665075 , 2.284429 , 0.3142214 , 0 ,ug/m^3, 13.61458 , 0.9807289 , 0.1677928 , 25.92 , 1.306 ,40291.0, 6 ,524,<--, 0.5777182 , 33.02795 , 737.6488 , 3.125 , 1.983355 , 2.199511 , 4.793376 , 2.308875 , 5.725547E-02 , 2.284429 , 2.218568 , 0.6248531 , 36.7831 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8800019, 17266 ,RTOCEC62361
RT-3266, 3.184669 , 0.4164158 , 3.185861 , 0.4152239 , 3.601085 ,2/2/2018 11:00:01 PM ,2/3/2018 1:48:00 AM , 2.782067 , 8.859962 , 0.6429981 , 1.158497 , 0.2579248 , 0 ,ug/m^3, 10.01846 , 0.800923 , 0.1156362 , 25.92 , 1.306 ,40340.0, 6 ,521,<--, 0.3324276 , 37.47533 , 737.9345 , 2 , 1.635903 , 1.873 , 3.947114 , 1.385313 , 4.240754E-02 , 1.158497 , 1.155181 , 0.3518524 , 39.779 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8808676, 17266 ,RTOCEC62361
RT-3266, 3.569287 , 0.4771199 , 3.557231 , 0.4891756 , 4.046407 ,2/3/2018 5:00:01 AM ,2/3/2018 7:48:00 AM , 2.778063 , 9.915705 , 0.6957852 , 1.325469 , 0.2662735 , 0 ,ug/m^3, 11.24117 , 0.8620587 , 0.117912 , 25.92 , 1.306 ,39932.0, 6 ,524,<--, 0.3853479 , 37.96877 , 735.8333 , 1.446429 , 1.803209 , 1.886295 , 4.350292 , 1.837612 , 4.868276E-02 , 1.325469 , 1.358961 , 0.4071976 , 39.13285 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8843933, 17266 ,RTOCEC62361
RT-3266, 4.30819 , 0.8292706 , 4.364625 , 0.7728361 , 5.137461 ,2/3/2018 11:00:01 AM ,2/3/2018 1:48:00 PM , 2.779859 , 11.97616 , 0.798808 , 2.305255 , 0.3152628 , 0 ,ug/m^3, 14.28142 , 1.014071 , 0.1614164 , 25.92 , 1.306 ,39927.0, 6 ,525,<--, 0.5629814 , 31.89468 , 733.4851 , 0.264881 , 1.940413 , 2.167628 , 5.253203 , 2.568824 , 7.141032E-02 , 2.305255 , 2.148375 , 0.6079229 , 36.95571 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8812157, 17266 ,RTOCEC62361
RT-3266, 6.082182 , 1.063561 , 6.125741 , 1.020002 , 7.145743 ,2/3/2018 5:00:01 PM ,2/3/2018 7:48:00 PM , 2.793938 , 16.99324 , 1.049662 , 2.971524 , 0.3485762 , 0 ,ug/m^3, 19.96476 , 1.298238 , 0.1488384 , 25.92 , 1.306 ,40404.0, 6 ,525,<--, 0.7036611 , 30.92627 , 735.2083 ,-0.2380952 , 2.765595 , 3.31153 , 6.743023 , 4.071732 , 0.108417 , 2.971524 , 2.849822 , 0.7714459 , 35.35337 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8808036, 17266 ,RTOCEC62361
RT-3266, 5.365688 , 0.877591 , 5.349148 , 0.8941311 , 6.243279 ,2/3/2018 11:00:01 PM ,2/4/2018 1:48:00 AM , 2.803802 , 15.04432 , 0.9522163 , 2.460591 , 0.3230296 , 0 ,ug/m^3, 17.50492 , 1.175246 , 0.1405657 , 25.92 , 1.306 ,40988.0, 6 ,524,<--, 0.6367815 , 33.79824 , 737.4911 ,-0.2589286 , 2.715441 , 3.06072 , 5.774264 , 3.414853 , 9.295989E-02 , 2.460591 , 2.506966 , 0.6930423 , 36.10393 ,-3.6375E-05 , 0.053575 , 15.4506 , 1.10906E-04 , 6220 , 1Linear-0.8785471, 17266 ,RTOCEC62361
